lon;lat;UTC;Year;Month;Day;Hour;Minute;UnitID
-66.36485;77.65749;2022-05-25 15:30:21;2022;5;25;15;30;88465
-66.3653;77.65765;2022-05-25 15:00:10;2022;5;25;15;0;88465
-66.36533;77.65763;2022-05-25 14:30:08;2022;5;25;14;30;88465
-66.36517;77.65768;2022-05-25 14:00:08;2022;5;25;14;0;88465
-66.3652;77.65759;2022-05-25 13:30:08;2022;5;25;13;30;88465
-66.36523;77.65759;2022-05-25 13:00:11;2022;5;25;13;0;88465
-66.36497;77.65756;2022-05-25 12:30:27;2022;5;25;12;30;88465
-66.36646;77.65756;2022-05-25 12:00:13;2022;5;25;12;0;88465
-66.36581;77.65771;2022-05-25 11:30:09;2022;5;25;11;30;88465
-66.36575;77.65771;2022-05-25 11:00:08;2022;5;25;11;0;88465
-66.36556;77.65771;2022-05-25 10:30:09;2022;5;25;10;30;88465
-66.36504;77.65759;2022-05-25 10:00:08;2022;5;25;10;0;88465
-66.36453;77.65759;2022-05-25 09:30:21;2022;5;25;9;30;88465
-66.36356;77.65756;2022-05-25 09:00:12;2022;5;25;9;0;88465
-66.36354;77.65752;2022-05-25 08:30:19;2022;5;25;8;30;88465
-66.3634;77.65754;2022-05-25 08:00:17;2022;5;25;8;0;88465
-66.36364;77.65741;2022-05-25 07:30:25;2022;5;25;7;30;88465
-66.36537;77.65759;2022-05-25 07:00:09;2022;5;25;7;0;88465
-66.36562;77.6574;2022-05-25 06:30:07;2022;5;25;6;30;88465
-66.36508;77.65792;2022-05-25 06:00:19;2022;5;25;6;0;88465
-66.36509;77.65804;2022-05-25 05:30:20;2022;5;25;5;30;88465
-66.36478;77.65786;2022-05-25 05:00:08;2022;5;25;5;0;88465
-66.36423;77.65778;2022-05-24 23:30:12;2022;5;24;23;30;88465
-66.36494;77.65781;2022-05-24 23:00:08;2022;5;24;23;0;88465
-66.3642;77.65781;2022-05-24 22:30:07;2022;5;24;22;30;88465
-66.36452;77.65775;2022-05-24 22:00:06;2022;5;24;22;0;88465
-66.3648;77.65777;2022-05-24 21:30:19;2022;5;24;21;30;88465
-66.36497;77.65781;2022-05-24 21:00:09;2022;5;24;21;0;88465
-66.3649;77.65778;2022-05-24 20:30:07;2022;5;24;20;30;88465
-66.3648;77.65777;2022-05-24 20:00:08;2022;5;24;20;0;88465
-66.36471;77.65775;2022-05-24 19:30:08;2022;5;24;19;30;88465
-66.36452;77.65767;2022-05-24 19:00:08;2022;5;24;19;0;88465
-66.36463;77.65769;2022-05-24 18:30:08;2022;5;24;18;30;88465
-66.36461;77.65771;2022-05-24 18:00:37;2022;5;24;18;0;88465
-66.36114;77.65759;2022-05-24 17:30:07;2022;5;24;17;30;88465
-66.3628;77.65749;2022-05-24 17:00:09;2022;5;24;17;0;88465
-66.36667;77.65811;2022-05-24 16:30:07;2022;5;24;16;30;88465
-66.36485;77.65769;2022-05-24 16:00:10;2022;5;24;16;0;88465
-66.36484;77.65771;2022-05-24 15:30:08;2022;5;24;15;30;88465
-66.36453;77.65777;2022-05-24 15:00:07;2022;5;24;15;0;88465
-66.36467;77.65771;2022-05-24 14:30:37;2022;5;24;14;30;88465
-66.36959;77.65809;2022-05-24 14:00:24;2022;5;24;14;0;88465
-66.36726;77.65798;2022-05-24 13:30:20;2022;5;24;13;30;88465
-66.36369;77.65716;2022-05-24 13:00:08;2022;5;24;13;0;88465
-66.36465;77.65775;2022-05-24 12:30:10;2022;5;24;12;30;88465
-66.36465;77.65771;2022-05-24 12:00:10;2022;5;24;12;0;88465
-66.36436;77.65771;2022-05-24 11:30:08;2022;5;24;11;30;88465
-66.3643;77.65771;2022-05-24 11:00:08;2022;5;24;11;0;88465
-66.36447;77.65769;2022-05-24 10:30:09;2022;5;24;10;30;88465
-66.36451;77.65771;2022-05-24 10:00:37;2022;5;24;10;0;88465
-66.36471;77.658;2022-05-24 09:30:09;2022;5;24;9;30;88465
-66.36478;77.65792;2022-05-24 09:00:09;2022;5;24;9;0;88465
-66.36523;77.65777;2022-05-24 08:30:25;2022;5;24;8;30;88465
-66.36528;77.65771;2022-05-24 08:00:09;2022;5;24;8;0;88465
-66.36585;77.65777;2022-05-24 07:30:09;2022;5;24;7;30;88465
-66.36573;77.65752;2022-05-24 07:00:20;2022;5;24;7;0;88465
-66.36678;77.65763;2022-05-24 06:30:22;2022;5;24;6;30;88465
-66.3644;77.65759;2022-05-24 06:00:10;2022;5;24;6;0;88465
-66.36602;77.65788;2022-05-24 05:30:21;2022;5;24;5;30;88465
-66.3656;77.65791;2022-05-24 05:00:17;2022;5;24;5;0;88465
-66.36461;77.65771;2022-05-23 23:30:12;2022;5;23;23;30;88465
-66.36462;77.65771;2022-05-23 23:00:12;2022;5;23;23;0;88465
-66.36463;77.65777;2022-05-23 22:30:12;2022;5;23;22;30;88465
-66.36414;77.65767;2022-05-23 22:00:08;2022;5;23;22;0;88465
-66.36378;77.65754;2022-05-23 21:30:09;2022;5;23;21;30;88465
-66.3641;77.65741;2022-05-23 21:00:09;2022;5;23;21;0;88465
-66.36423;77.6576;2022-05-23 20:30:08;2022;5;23;20;30;88465
-66.36373;77.65773;2022-05-23 20:00:08;2022;5;23;20;0;88465
-66.364;77.65773;2022-05-23 19:30:20;2022;5;23;19;30;88465
-66.36358;77.65786;2022-05-23 19:00:11;2022;5;23;19;0;88465
-66.36585;77.65786;2022-05-23 18:30:07;2022;5;23;18;30;88465
-66.36354;77.65781;2022-05-23 18:00:12;2022;5;23;18;0;88465
-66.3623;77.65786;2022-05-23 17:30:09;2022;5;23;17;30;88465
-66.36276;77.65765;2022-05-23 17:00:07;2022;5;23;17;0;88465
-66.3642;77.65782;2022-05-23 16:30:23;2022;5;23;16;30;88465
-66.36428;77.65782;2022-05-23 16:00:09;2022;5;23;16;0;88465
-66.36481;77.65769;2022-05-23 15:30:08;2022;5;23;15;30;88465
-66.3653;77.65792;2022-05-23 15:00:13;2022;5;23;15;0;88465
-66.3649;77.65794;2022-05-23 14:30:11;2022;5;23;14;30;88465
-66.36417;77.65786;2022-05-23 14:00:09;2022;5;23;14;0;88465
-66.36394;77.6575;2022-05-23 13:30:08;2022;5;23;13;30;88465
-66.36669;77.65687;2022-05-23 13:00:08;2022;5;23;13;0;88465
-66.36402;77.65763;2022-05-23 12:30:12;2022;5;23;12;30;88465
-66.36154;77.65763;2022-05-23 12:00:12;2022;5;23;12;0;88465
-66.36199;77.65754;2022-05-23 11:30:09;2022;5;23;11;30;88465
-66.36331;77.65767;2022-05-23 11:00:21;2022;5;23;11;0;88465
-66.36402;77.65779;2022-05-23 10:30:10;2022;5;23;10;30;88465
-66.36406;77.65777;2022-05-23 10:00:09;2022;5;23;10;0;88465
-66.36417;77.65771;2022-05-23 09:30:07;2022;5;23;9;30;88465
-66.36409;77.65771;2022-05-23 09:00:08;2022;5;23;9;0;88465
-66.3642;77.65771;2022-05-23 08:30:08;2022;5;23;8;30;88465
-66.36382;77.65775;2022-05-23 08:00:08;2022;5;23;8;0;88465
-66.36504;77.65775;2022-05-23 07:30:08;2022;5;23;7;30;88465
-66.36434;77.65773;2022-05-23 07:00:08;2022;5;23;7;0;88465
-66.36455;77.65775;2022-05-23 06:30:07;2022;5;23;6;30;88465
-66.36419;77.65771;2022-05-23 06:00:37;2022;5;23;6;0;88465
-66.36423;77.65798;2022-05-23 05:30:11;2022;5;23;5;30;88465
-66.36478;77.65783;2022-05-23 05:00:08;2022;5;23;5;0;88465
-66.36406;77.65773;2022-05-22 23:30:08;2022;5;22;23;30;88465
-66.36402;77.65773;2022-05-22 23:00:09;2022;5;22;23;0;88465
-66.36398;77.65768;2022-05-22 22:30:06;2022;5;22;22;30;88465
-66.36398;77.65769;2022-05-22 22:00:36;2022;5;22;22;0;88465
-66.36463;77.65756;2022-05-22 21:30:16;2022;5;22;21;30;88465
-66.3644;77.65765;2022-05-22 21:00:12;2022;5;22;21;0;88465
-66.36465;77.65769;2022-05-22 20:30:11;2022;5;22;20;30;88465
-66.36453;77.65768;2022-05-22 20:00:07;2022;5;22;20;0;88465
-66.36459;77.65781;2022-05-22 19:30:17;2022;5;22;19;30;88465
-66.36364;77.65741;2022-05-22 19:00:20;2022;5;22;19;0;88465
-66.3635;77.65722;2022-05-22 18:30:06;2022;5;22;18;30;88465
-66.3639;77.65763;2022-05-22 18:00:24;2022;5;22;18;0;88465
-66.36371;77.65746;2022-05-22 17:30:09;2022;5;22;17;30;88465
-66.36385;77.65746;2022-05-22 17:00:09;2022;5;22;17;0;88465
-66.3648;77.65763;2022-05-22 16:30:08;2022;5;22;16;30;88465
-66.36421;77.65769;2022-05-22 16:00:10;2022;5;22;16;0;88465
-66.36482;77.65775;2022-05-22 15:30:10;2022;5;22;15;30;88465
-66.36391;77.65777;2022-05-22 15:00:09;2022;5;22;15;0;88465
-66.36417;77.65775;2022-05-22 14:30:09;2022;5;22;14;30;88465
-66.36402;77.65773;2022-05-22 14:00:10;2022;5;22;14;0;88465
-66.36405;77.65771;2022-05-22 13:30:38;2022;5;22;13;30;88465
-66.36327;77.65722;2022-05-22 13:00:11;2022;5;22;13;0;88465
-66.36108;77.6572;2022-05-22 12:30:21;2022;5;22;12;30;88465
-66.36055;77.65708;2022-05-22 12:00:23;2022;5;22;12;0;88465
-66.36324;77.65828;2022-05-22 11:30:10;2022;5;22;11;30;88465
-66.36175;77.65775;2022-05-22 11:00:13;2022;5;22;11;0;88465
-66.36226;77.65796;2022-05-22 10:30:21;2022;5;22;10;30;88465
-66.36218;77.658;2022-05-22 10:00:21;2022;5;22;10;0;88465
-66.36352;77.65782;2022-05-22 09:30:21;2022;5;22;9;30;88465
-66.36358;77.65782;2022-05-22 09:00:08;2022;5;22;9;0;88465
-66.36303;77.65775;2022-05-22 08:30:21;2022;5;22;8;30;88465
-66.36387;77.65771;2022-05-22 08:00:12;2022;5;22;8;0;88465
-66.3635;77.65768;2022-05-22 07:30:09;2022;5;22;7;30;88465
-66.36372;77.6576;2022-05-22 07:00:08;2022;5;22;7;0;88465
-66.36444;77.65773;2022-05-22 06:30:07;2022;5;22;6;30;88465
-66.36448;77.65782;2022-05-22 06:00:07;2022;5;22;6;0;88465
-66.36436;77.65792;2022-05-22 05:30:22;2022;5;22;5;30;88465
-66.36401;77.65792;2022-05-22 05:00:09;2022;5;22;5;0;88465
-66.36428;77.65788;2022-05-21 23:30:09;2022;5;21;23;30;88465
-66.36415;77.65786;2022-05-21 23:00:06;2022;5;21;23;0;88465
-66.36434;77.65791;2022-05-21 22:30:24;2022;5;21;22;30;88465
-66.36398;77.65783;2022-05-21 22:00:09;2022;5;21;22;0;88465
-66.36358;77.65781;2022-05-21 21:30:09;2022;5;21;21;30;88465
-66.36375;77.65777;2022-05-21 21:00:08;2022;5;21;21;0;88465
-66.36382;77.65775;2022-05-21 20:30:08;2022;5;21;20;30;88465
-66.36386;77.65771;2022-05-21 20:00:08;2022;5;21;20;0;88465
-66.36381;77.65771;2022-05-21 19:30:37;2022;5;21;19;30;88465
-66.36354;77.65769;2022-05-21 19:00:16;2022;5;21;19;0;88465
-66.36324;77.65775;2022-05-21 18:30:20;2022;5;21;18;30;88465
-66.3632;77.65768;2022-05-21 18:00:10;2022;5;21;18;0;88465
-66.36335;77.65771;2022-05-21 17:30:11;2022;5;21;17;30;88465
-66.36349;77.65771;2022-05-21 17:00:08;2022;5;21;17;0;88465
-66.36379;77.65768;2022-05-21 16:30:19;2022;5;21;16;30;88465
-66.36383;77.65783;2022-05-21 16:00:08;2022;5;21;16;0;88465
-66.36457;77.65768;2022-05-21 15:30:12;2022;5;21;15;30;88465
-66.36453;77.65777;2022-05-21 15:00:09;2022;5;21;15;0;88465
-66.36425;77.65773;2022-05-21 14:30:19;2022;5;21;14;30;88465
-66.36382;77.65759;2022-05-21 14:00:20;2022;5;21;14;0;88465
-66.36337;77.65752;2022-05-21 13:30:10;2022;5;21;13;30;88465
-66.36283;77.65744;2022-05-21 13:00:08;2022;5;21;13;0;88465
-66.36341;77.65725;2022-05-21 12:30:10;2022;5;21;12;30;88465
-66.36303;77.65741;2022-05-21 12:00:20;2022;5;21;12;0;88465
-66.36195;77.65745;2022-05-21 11:30:07;2022;5;21;11;30;88465
-66.36241;77.65749;2022-05-21 11:00:12;2022;5;21;11;0;88465
-66.36251;77.65801;2022-05-21 10:30:07;2022;5;21;10;30;88465
-66.36171;77.65805;2022-05-21 10:00:14;2022;5;21;10;0;88465
-66.36227;77.65781;2022-05-21 09:30:09;2022;5;21;9;30;88465
-66.36325;77.65778;2022-05-21 09:00:06;2022;5;21;9;0;88465
-66.36306;77.65783;2022-05-21 08:30:08;2022;5;21;8;30;88465
-66.36317;77.65783;2022-05-21 08:00:08;2022;5;21;8;0;88465
-66.3634;77.65782;2022-05-21 07:30:11;2022;5;21;7;30;88465
-66.3636;77.65773;2022-05-21 07:00:08;2022;5;21;7;0;88465
-66.36352;77.65775;2022-05-21 06:30:07;2022;5;21;6;30;88465
-66.36358;77.65773;2022-05-21 06:00:37;2022;5;21;6;0;88465
-66.36428;77.658;2022-05-21 05:30:08;2022;5;21;5;30;88465
-66.36339;77.65829;2022-05-21 05:00:10;2022;5;21;5;0;88465
-66.36436;77.65769;2022-05-20 23:30:09;2022;5;20;23;30;88465
-66.36371;77.65782;2022-05-20 23:00:10;2022;5;20;23;0;88465
-66.36356;77.65778;2022-05-20 22:30:09;2022;5;20;22;30;88465
-66.36353;77.65771;2022-05-20 22:00:09;2022;5;20;22;0;88465
-66.36344;77.65759;2022-05-20 21:30:11;2022;5;20;21;30;88465
-66.36378;77.65771;2022-05-20 21:00:09;2022;5;20;21;0;88465
-66.36401;77.65768;2022-05-20 20:30:09;2022;5;20;20;30;88465
-66.36401;77.65769;2022-05-20 20:00:08;2022;5;20;20;0;88465
-66.3636;77.65781;2022-05-20 19:30:20;2022;5;20;19;30;88465
-66.36371;77.65739;2022-05-20 19:00:07;2022;5;20;19;0;88465
-66.36234;77.65815;2022-05-20 18:30:20;2022;5;20;18;30;88465
-66.36425;77.6579;2022-05-20 18:00:09;2022;5;20;18;0;88465
-66.36312;77.65767;2022-05-20 17:30:08;2022;5;20;17;30;88465
-66.36414;77.65786;2022-05-20 17:00:07;2022;5;20;17;0;88465
-66.36405;77.65773;2022-05-20 16:30:08;2022;5;20;16;30;88465
-66.36358;77.65775;2022-05-20 16:00:07;2022;5;20;16;0;88465
-66.36366;77.65777;2022-05-20 15:30:08;2022;5;20;15;30;88465
-66.36353;77.65775;2022-05-20 15:00:09;2022;5;20;15;0;88465
-66.36356;77.65775;2022-05-20 14:30:08;2022;5;20;14;30;88465
-66.36353;77.65775;2022-05-20 14:00:37;2022;5;20;14;0;88465
-66.36489;77.65777;2022-05-20 13:30:13;2022;5;20;13;30;88465
-66.36317;77.65786;2022-05-20 13:00:20;2022;5;20;13;0;88465
-66.36394;77.65855;2022-05-20 12:30:12;2022;5;20;12;30;88465
-66.3625;77.65775;2022-05-20 12:00:19;2022;5;20;12;0;88465
-66.3627;77.65788;2022-05-20 11:30:09;2022;5;20;11;30;88465
-66.3623;77.65781;2022-05-20 11:00:11;2022;5;20;11;0;88465
-66.36284;77.65791;2022-05-20 10:30:09;2022;5;20;10;30;88465
-66.36251;77.65797;2022-05-20 10:00:20;2022;5;20;10;0;88465
-66.3626;77.65797;2022-05-20 09:30:07;2022;5;20;9;30;88465
-66.36269;77.65807;2022-05-20 09:00:20;2022;5;20;9;0;88465
-66.36272;77.658;2022-05-20 08:30:07;2022;5;20;8;30;88465
-66.36298;77.65805;2022-05-20 08:00:29;2022;5;20;8;0;88465
-66.36335;77.65775;2022-05-20 07:30:12;2022;5;20;7;30;88465
-66.36378;77.65777;2022-05-20 07:00:11;2022;5;20;7;0;88465
-66.36372;77.65759;2022-05-20 06:30:07;2022;5;20;6;30;88465
-66.36372;77.65779;2022-05-20 06:00:06;2022;5;20;6;0;88465
-66.36301;77.658;2022-05-20 05:30:10;2022;5;20;5;30;88465
-66.36143;77.65765;2022-05-20 05:00:20;2022;5;20;5;0;88465
-66.36307;77.65786;2022-05-19 23:30:09;2022;5;19;23;30;88465
-66.3623;77.65797;2022-05-19 23:00:31;2022;5;19;23;0;88465
-66.36213;77.65783;2022-05-19 22:30:07;2022;5;19;22;30;88465
-66.3633;77.65792;2022-05-19 22:00:11;2022;5;19;22;0;88465
-66.36311;77.65797;2022-05-19 21:30:08;2022;5;19;21;30;88465
-66.36298;77.65791;2022-05-19 21:00:08;2022;5;19;21;0;88465
-66.36295;77.6579;2022-05-19 20:30:08;2022;5;19;20;30;88465
-66.36301;77.6579;2022-05-19 20:00:06;2022;5;19;20;0;88465
-66.36303;77.6579;2022-05-19 19:30:37;2022;5;19;19;30;88465
-66.36106;77.65801;2022-05-19 19:00:09;2022;5;19;19;0;88465
-66.36143;77.65806;2022-05-19 18:30:13;2022;5;19;18;30;88465
-66.36237;77.65809;2022-05-19 18:00:13;2022;5;19;18;0;88465
-66.3627;77.65804;2022-05-19 17:30:21;2022;5;19;17;30;88465
-66.36207;77.65786;2022-05-19 17:00:09;2022;5;19;17;0;88465
-66.36356;77.65779;2022-05-19 16:30:12;2022;5;19;16;30;88465
-66.3632;77.6575;2022-05-19 16:00:09;2022;5;19;16;0;88465
-66.36283;77.65763;2022-05-19 15:30:13;2022;5;19;15;30;88465
-66.36381;77.65853;2022-05-19 15:00:25;2022;5;19;15;0;88465
-66.36295;77.65773;2022-05-19 14:30:11;2022;5;19;14;30;88465
-66.36346;77.65771;2022-05-19 14:00:07;2022;5;19;14;0;88465
-66.36356;77.65802;2022-05-19 13:30:20;2022;5;19;13;30;88465
-66.3636;77.65811;2022-05-19 13:00:08;2022;5;19;13;0;88465
-66.36291;77.65811;2022-05-19 12:30:10;2022;5;19;12;30;88465
-66.36261;77.65806;2022-05-19 12:00:08;2022;5;19;12;0;88465
-66.36222;77.658;2022-05-19 11:30:07;2022;5;19;11;30;88465
-66.36302;77.65792;2022-05-19 11:00:20;2022;5;19;11;0;88465
-66.36423;77.65805;2022-05-19 10:30:07;2022;5;19;10;30;88465
-66.36137;77.65797;2022-05-19 10:00:07;2022;5;19;10;0;88465
-66.36327;77.65794;2022-05-19 09:30:19;2022;5;19;9;30;88465
-66.36317;77.65797;2022-05-19 09:00:09;2022;5;19;9;0;88465
-66.36349;77.6579;2022-05-19 08:30:07;2022;5;19;8;30;88465
-66.36325;77.65783;2022-05-19 08:00:19;2022;5;19;8;0;88465
-66.36378;77.65773;2022-05-19 07:30:07;2022;5;19;7;30;88465
-66.36385;77.65765;2022-05-19 07:00:19;2022;5;19;7;0;88465
-66.36414;77.65763;2022-05-19 06:30:07;2022;5;19;6;30;88465
-66.36503;77.65769;2022-05-19 06:00:20;2022;5;19;6;0;88465
-66.36482;77.65782;2022-05-19 05:30:20;2022;5;19;5;30;88465
-66.36177;77.65804;2022-05-19 05:00:07;2022;5;19;5;0;88465
-66.35955;77.65811;2022-05-18 23:30:08;2022;5;18;23;30;88465
-66.36269;77.65817;2022-05-18 23:00:22;2022;5;18;23;0;88465
-66.35894;77.65806;2022-05-18 22:30:12;2022;5;18;22;30;88465
-66.36284;77.65771;2022-05-18 22:00:08;2022;5;18;22;0;88465
-66.3628;77.658;2022-05-18 21:30:09;2022;5;18;21;30;88465
-66.36236;77.65811;2022-05-18 21:00:15;2022;5;18;21;0;88465
-66.36283;77.65815;2022-05-18 20:30:21;2022;5;18;20;30;88465
-66.36331;77.65817;2022-05-18 20:00:21;2022;5;18;20;0;88465
-66.36261;77.65819;2022-05-18 19:30:08;2022;5;18;19;30;88465
-66.36283;77.65802;2022-05-18 19:00:08;2022;5;18;19;0;88465
-66.36253;77.65797;2022-05-18 18:30:20;2022;5;18;18;30;88465
-66.36283;77.65794;2022-05-18 18:00:10;2022;5;18;18;0;88465
-66.36283;77.65792;2022-05-18 17:30:08;2022;5;18;17;30;88465
-66.3632;77.658;2022-05-18 17:00:19;2022;5;18;17;0;88465
-66.36329;77.65792;2022-05-18 16:30:09;2022;5;18;16;30;88465
-66.36276;77.65759;2022-05-18 16:00:08;2022;5;18;16;0;88465
-66.3626;77.65781;2022-05-18 15:30:07;2022;5;18;15;30;88465
-66.36291;77.6579;2022-05-18 15:00:09;2022;5;18;15;0;88465
-66.36288;77.65786;2022-05-18 14:30:07;2022;5;18;14;30;88465
-66.36284;77.65783;2022-05-18 14:00:07;2022;5;18;14;0;88465
-66.36274;77.65778;2022-05-18 13:30:07;2022;5;18;13;30;88465
-66.36264;77.65775;2022-05-18 13:00:07;2022;5;18;13;0;88465
-66.36287;77.65788;2022-05-18 12:30:08;2022;5;18;12;30;88465
-66.36253;77.65792;2022-05-18 12:00:08;2022;5;18;12;0;88465
-66.36253;77.65794;2022-05-18 11:30:37;2022;5;18;11;30;88465
-66.36306;77.65798;2022-05-18 11:00:09;2022;5;18;11;0;88465
-66.36207;77.65791;2022-05-18 10:30:07;2022;5;18;10;30;88465
-66.36211;77.65769;2022-05-18 10:00:19;2022;5;18;10;0;88465
-66.36204;77.65775;2022-05-18 09:30:09;2022;5;18;9;30;88465
-66.3625;77.6579;2022-05-18 09:00:07;2022;5;18;9;0;88465
-66.36301;77.65771;2022-05-18 08:30:10;2022;5;18;8;30;88465
-66.36253;77.65788;2022-05-18 08:00:08;2022;5;18;8;0;88465
-66.36283;77.65792;2022-05-18 07:30:07;2022;5;18;7;30;88465
-66.36256;77.65792;2022-05-18 07:00:37;2022;5;18;7;0;88465
-66.36236;77.65801;2022-05-18 06:30:10;2022;5;18;6;30;88465
-66.36241;77.65802;2022-05-18 06:00:08;2022;5;18;6;0;88465
-66.36251;77.65801;2022-05-18 05:30:09;2022;5;18;5;30;88465
-66.36256;77.65806;2022-05-18 05:00:07;2022;5;18;5;0;88465
-66.36219;77.65805;2022-05-17 23:30:12;2022;5;17;23;30;88465
-66.36245;77.65804;2022-05-17 23:00:09;2022;5;17;23;0;88465
-66.3624;77.65805;2022-05-17 22:30:23;2022;5;17;22;30;88465
-66.36222;77.65811;2022-05-17 22:00:10;2022;5;17;22;0;88465
-66.36279;77.65805;2022-05-17 21:30:20;2022;5;17;21;30;88465
-66.36261;77.65805;2022-05-17 21:00:23;2022;5;17;21;0;88465
-66.36215;77.65807;2022-05-17 20:30:10;2022;5;17;20;30;88465
-66.3628;77.65797;2022-05-17 20:00:08;2022;5;17;20;0;88465
-66.36218;77.65829;2022-05-17 19:30:30;2022;5;17;19;30;88465
-66.3623;77.6579;2022-05-17 19:00:07;2022;5;17;19;0;88465
-66.36227;77.65792;2022-05-17 18:30:07;2022;5;17;18;30;88465
-66.36217;77.65792;2022-05-17 12:00:08;2022;5;17;12;0;88465
-66.36207;77.65792;2022-05-17 11:30:08;2022;5;17;11;30;88465
-66.36237;77.65794;2022-05-17 11:00:07;2022;5;17;11;0;88465
-66.36224;77.65792;2022-05-17 10:30:36;2022;5;17;10;30;88465
-66.36215;77.65804;2022-05-17 10:00:22;2022;5;17;10;0;88465
-66.36175;77.65806;2022-05-17 09:30:20;2022;5;17;9;30;88465
-66.36211;77.65792;2022-05-17 09:00:11;2022;5;17;9;0;88465
-66.3625;77.65775;2022-05-17 08:30:08;2022;5;17;8;30;88465
-66.36288;77.65748;2022-05-17 08:00:08;2022;5;17;8;0;88465
-66.36364;77.65781;2022-05-17 07:30:14;2022;5;17;7;30;88465
-66.3632;77.65805;2022-05-17 07:00:19;2022;5;17;7;0;88465
-66.36292;77.65802;2022-05-17 06:30:07;2022;5;17;6;30;88465
-66.36241;77.65792;2022-05-17 06:00:14;2022;5;17;6;0;88465
-66.36114;77.65786;2022-05-17 05:30:20;2022;5;17;5;30;88465
-66.36199;77.65775;2022-05-17 05:00:20;2022;5;17;5;0;88465
-66.3628;77.65798;2022-05-16 23:30:20;2022;5;16;23;30;88465
-66.3626;77.65819;2022-05-16 23:00:21;2022;5;16;23;0;88465
-66.36211;77.65775;2022-05-16 22:30:09;2022;5;16;22;30;88465
-66.36045;77.65796;2022-05-16 22:00:12;2022;5;16;22;0;88465
-66.36172;77.65804;2022-05-16 21:30:09;2022;5;16;21;30;88465
-66.36218;77.65811;2022-05-16 21:00:12;2022;5;16;21;0;88465
-66.3618;77.65805;2022-05-16 20:30:11;2022;5;16;20;30;88465
-66.36161;77.65833;2022-05-16 20:00:13;2022;5;16;20;0;88465
-66.36356;77.65817;2022-05-16 19:30:11;2022;5;16;19;30;88465
-66.3612;77.65844;2022-05-16 19:00:17;2022;5;16;19;0;88465
-66.36295;77.65797;2022-05-16 18:30:08;2022;5;16;18;30;88465
-66.36238;77.65797;2022-05-16 18:00:10;2022;5;16;18;0;88465
-66.36245;77.65797;2022-05-16 17:30:20;2022;5;16;17;30;88465
-66.36195;77.65794;2022-05-16 17:00:21;2022;5;16;17;0;88465
-66.36177;77.6579;2022-05-16 16:30:20;2022;5;16;16;30;88465
-66.36054;77.65741;2022-05-16 16:00:07;2022;5;16;16;0;88465
-66.36057;77.65723;2022-05-16 15:30:09;2022;5;16;15;30;88465
-66.36207;77.65786;2022-05-16 15:00:20;2022;5;16;15;0;88465
-66.3616;77.65782;2022-05-16 14:30:20;2022;5;16;14;30;88465
-66.36124;77.65767;2022-05-16 14:00:09;2022;5;16;14;0;88465
-66.36227;77.65786;2022-05-16 13:30:21;2022;5;16;13;30;88465
-66.36253;77.65797;2022-05-16 13:00:20;2022;5;16;13;0;88465
-66.36154;77.65796;2022-05-16 12:30:20;2022;5;16;12;30;88465
-66.36158;77.65794;2022-05-16 12:00:08;2022;5;16;12;0;88465
-66.36195;77.658;2022-05-16 11:30:08;2022;5;16;11;30;88465
-66.36157;77.65788;2022-05-16 11:00:07;2022;5;16;11;0;88465
-66.36154;77.65781;2022-05-16 10:30:07;2022;5;16;10;30;88465
-66.36195;77.65794;2022-05-16 10:00:09;2022;5;16;10;0;88465
-66.36195;77.65786;2022-05-16 09:30:07;2022;5;16;9;30;88465
-66.36195;77.65788;2022-05-16 09:00:08;2022;5;16;9;0;88465
-66.3618;77.65791;2022-05-16 08:30:08;2022;5;16;8;30;88465
-66.36241;77.6579;2022-05-16 08:00:07;2022;5;16;8;0;88465
-66.36201;77.65794;2022-05-16 07:30:37;2022;5;16;7;30;88465
-66.36251;77.65832;2022-05-16 07:00:09;2022;5;16;7;0;88465
-66.36364;77.65833;2022-05-16 06:30:07;2022;5;16;6;30;88465
-66.36243;77.65792;2022-05-15 23:30:08;2022;5;15;23;30;88465
-66.36238;77.65802;2022-05-15 23:00:07;2022;5;15;23;0;88465
-66.36285;77.65824;2022-05-15 22:30:16;2022;5;15;22;30;88465
-66.36218;77.65813;2022-05-15 22:00:20;2022;5;15;22;0;88465
-66.36198;77.65801;2022-05-15 21:30:09;2022;5;15;21;30;88465
-66.36218;77.65806;2022-05-15 21:00:08;2022;5;15;21;0;88465
-66.36205;77.65798;2022-05-15 20:30:08;2022;5;15;20;30;88465
-66.36163;77.65786;2022-05-15 20:00:21;2022;5;15;20;0;88465
-66.36166;77.65801;2022-05-15 19:30:20;2022;5;15;19;30;88465
-66.36017;77.65763;2022-05-15 19:00:07;2022;5;15;19;0;88465
-66.36175;77.65775;2022-05-15 18:30:06;2022;5;15;18;30;88465
-66.36184;77.65794;2022-05-15 18:00:19;2022;5;15;18;0;88465
-66.36189;77.65781;2022-05-15 17:30:06;2022;5;15;17;30;88465
-66.36204;77.65804;2022-05-15 17:00:21;2022;5;15;17;0;88465
-66.36192;77.65801;2022-05-15 16:30:14;2022;5;15;16;30;88465
-66.36144;77.658;2022-05-15 16:00:14;2022;5;15;16;0;88465
-66.36186;77.65797;2022-05-15 15:30:09;2022;5;15;15;30;88465
-66.3616;77.65791;2022-05-15 15:00:11;2022;5;15;15;0;88465
