SerialNumber,UnitName,ItemDescription,ReferenceId,Unit ActivationDate UTC,"Unit ActivationDate ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",Timestamp UTC,"Timestamp ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",PositionType,Latitude,Longitude,Accuracy(m),City,Temperature(°C),TemperatureMin(°C),TemperatureMax(°C),AccelerationX(g),AccelerationY(g),AccelerationZ(g),PeakAccelerationTime,"PeakAccelerationTime ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",PeakAccelerationX(g),PeakAccelerationY(g),PeakAccelerationZ(g),PeakAccelerationVector(g),AccelerationXMin(g),AccelerationYMin(g),AccelerationZMin(g),AccelerationXMax(g),AccelerationYMax(g),AccelerationZMax(g),LightLevel,LightLevelMin,LightLevelMax,Triggers,TotalOnTimerMotion,TotalRotation,GPS Speed(Km/h),GPS Altitude(m),Humidity%,HumidityMin%,HumidityMax%,Pressure(Pa),PressureMin(Pa),PressureMax(Pa),Tag1_Serialnumber,Tag1_Humidity,Tag1_Temperature,Tag1_DewPoint,Tag2_Serialnumber,Tag2_Humidity,Tag2_Temperature,Tag2_DewPoint,Tag3_Serialnumber,Tag3_Humidity,Tag3_Temperature,Tag3_DewPoint,Tag4_Serialnumber,Tag4_Humidity,Tag4_Temperature,Tag4_DewPoint,Tag5_Serialnumber,Tag5_Humidity,Tag5_Temperature,Tag5_DewPoint,Tag6_Serialnumber,Tag6_Humidity,Tag6_Temperature,Tag6_DewPoint,Tag7_Serialnumber,Tag7_Humidity,Tag7_Temperature,Tag7_DewPoint,Tag8_Serialnumber,Tag8_Humidity,Tag8_Temperature,Tag8_DewPoint,Input0,Input1,Input2,Input3,Load0,Load1,MinInput0,MinInput1,MinInput2,MinInput3,MinLoad0,MinLoad1,MaxInput0,MaxInput1,MaxInput2,MaxInput3,MaxLoad0,MaxLoad1,InputTrigger
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 16:00:43,2022-04-03 18:00:43,GPS,77.465165,-69.2165933333334,8,,19.8,19.6,20,0.041,-0.042,0.974,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.51,38.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:55:53,2022-04-03 17:55:53,GPS,77.4649116666667,-69.2161733333333,6,,19.8,19.8,20,0.04,-0.044,0.971,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.18,-14.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:50:32,2022-04-03 17:50:32,GPS,77.4650733333333,-69.2169166666667,6,,20,19.8,20,0.047,-0.043,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.35,-2.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:46:04,2022-04-03 17:46:04,GPS,77.4648283333333,-69.217025,6,,19.9,19.8,20.1,0.043,-0.045,0.977,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.7,0.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:40:35,2022-04-03 17:40:35,GPS,77.46487,-69.2177966666667,6,,19.9,19.8,20,0.041,-0.047,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.35,85.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:35:33,2022-04-03 17:35:33,GPS,77.4648966666667,-69.217465,6,,20,19.3,20.1,0.041,-0.041,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.46,71.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:30:33,2022-04-03 17:30:33,GPS,77.46493,-69.2157916666667,7,,19.8,19.8,20.1,0.043,-0.043,0.975,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.24,58.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:25:28,2022-04-03 17:25:28,GPS,77.4650333333333,-69.217215,8,,20,20,20.1,0.044,-0.046,0.974,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.38,56.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:20:28,2022-04-03 17:20:28,GPS,77.4648783333333,-69.2177983333333,6,,20.1,20,20.1,0.039,-0.046,0.978,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.53,56.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:15:34,2022-04-03 17:15:34,GPS,77.4649366666667,-69.2172533333333,5,,20,20,20.1,0.043,-0.044,0.971,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.11,61.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:10:28,2022-04-03 17:10:28,GPS,77.4649166666667,-69.21721,5,,20.1,20.1,20.2,0.039,-0.042,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.16,61.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:05:28,2022-04-03 17:05:28,GPS,77.4647933333333,-69.2169716666667,6,,20.2,20.1,20.4,0.039,-0.043,0.977,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.38,33.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 15:00:41,2022-04-03 17:00:41,GPS,77.4649733333333,-69.2174116666667,6,,20.3,20.2,20.5,0.038,-0.041,0.974,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.72,44,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:55:39,2022-04-03 16:55:39,GPS,77.4653033333333,-69.22061,5,,20.4,20.4,20.6,0.041,-0.041,0.975,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.25,18.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:50:33,2022-04-03 16:50:33,GPS,77.4647066666667,-69.2168333333333,5,,20.5,20.5,20.7,0.041,-0.043,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.11,18,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:45:34,2022-04-03 16:45:34,GPS,77.464555,-69.2163833333333,5,,20.6,20.6,20.9,0.044,-0.046,0.971,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.18,15.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:40:33,2022-04-03 16:40:33,GPS,77.4650633333333,-69.21693,6,,20.6,20.6,21,0.041,-0.043,0.976,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.38,2.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:35:39,2022-04-03 16:35:39,GPS,77.4648,-69.2170166666667,6,,20.8,20.8,21.1,0.042,-0.043,0.972,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.18,6.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:30:34,2022-04-03 16:30:34,GPS,77.464715,-69.2173033333333,9,,21,21,21.5,0.041,-0.043,0.971,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.79,-0.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:25:27,2022-04-03 16:25:27,GPS,77.4649333333333,-69.2178966666667,6,,21.5,21.4,21.6,0.044,-0.048,0.972,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.74,11.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:20:39,2022-04-03 16:20:39,GPS,77.46483,-69.2176483333333,5,,21.6,21.1,21.8,0.038,-0.046,0.969,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.27,8.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:15:33,2022-04-03 16:15:33,GPS,77.4648666666667,-69.2171716666667,5,,21.8,21.8,22.3,0.038,-0.043,0.97,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.5,15.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:10:28,2022-04-03 16:10:28,GPS,77.46486,-69.2172166666667,6,,22.2,22.2,22.8,0.041,-0.044,0.973,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.14,30.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:05:39,2022-04-03 16:05:39,GPS,77.464945,-69.2173716666667,5,,22.6,22.6,23.5,0.044,-0.044,0.972,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,1.01,35.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 14:00:34,2022-04-03 16:00:34,GPS,77.4649066666667,-69.217325,6,,23.5,23.1,23.8,0.04,-0.046,0.969,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134221,,0.37,49.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:55:44,2022-04-03 15:55:44,GPS,77.464805,-69.2171166666667,6,,23.8,23.2,23.8,0.038,-0.044,0.974,,,,,,,,,,,,,0,0,796,"Wakeup, Distance",134220,,0.07,27.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:50:29,2022-04-03 15:50:29,GPS,77.464975,-69.2174,6,,23.2,23.2,23.5,0.027,-0.048,0.975,,,,,,,,,,,,,483,0,707,"Wakeup, Distance",134132,,1.94,13.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:45:29,2022-04-03 15:45:29,GPS,77.464875,-69.217885,5,,23.5,23.5,24,0.765,0.711,0.045,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",134063,,0.75,7.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:40:29,2022-04-03 15:40:29,GPS,77.46477,-69.2183116666667,6,,24,23.9,24.2,0.768,0.705,0.054,,,,,,,,,,,,,0,0,1102,"Wakeup, Distance",134063,,0.38,2.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:35:35,2022-04-03 15:35:35,GPS,77.4648666666667,-69.21729,6,,24.2,24.1,24.2,0.737,-0.513,0.586,,,,,,,,,,,,,1102,192,1102,"Wakeup, Distance",134032,,2.5,-13.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:30:45,2022-04-03 15:30:45,GPS,77.4649416666667,-69.2171383333333,6,,24.1,23.1,24.1,0.028,-0.054,0.97,,,,,,,,,,,,,552,281,553,"Wakeup, Distance",133985,,0.79,15.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:25:35,2022-04-03 15:25:35,GPS,77.4648883333333,-69.2177733333333,7,,24.1,23.8,24.1,0.019,-0.058,0.972,,,,,,,,,,,,,281,281,515,"Wakeup, Distance",133985,,1.88,62.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:20:55,2022-04-03 15:20:55,GPS,77.4649416666667,-69.21755,6,,23.8,23.7,23.8,0.023,-0.058,0.971,,,,,,,,,,,,,515,311,551,"Wakeup, Distance",133984,,0.85,16.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:15:41,2022-04-03 15:15:41,GPS,77.4649616666667,-69.2172316666667,8,,23.7,23.6,23.8,0.019,-0.051,0.966,,,,,,,,,,,,,551,456,551,"Wakeup, Distance",133984,,1.79,23.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:10:59,2022-04-03 15:10:59,GPS,77.4648716666667,-69.217075,7,,23.7,23.5,23.8,0.018,-0.053,0.973,,,,,,,,,,,,,493,390,493,"Wakeup, Distance",133984,,0.35,-2.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:05:46,2022-04-03 15:05:46,GPS,77.464865,-69.2169166666667,7,,23.6,23.5,23.8,0.015,-0.051,0.973,,,,,,,,,,,,,399,320,399,"Wakeup, Distance",133984,,0.57,-43.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 13:00:34,2022-04-03 15:00:34,GPS,77.4647566666667,-69.217475,9,,23.6,23.6,23.8,0.018,-0.046,0.969,,,,,,,,,,,,,320,280,320,"Wakeup, Distance",133984,,0.88,-32,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:55:34,2022-04-03 14:55:34,GPS,77.4649316666667,-69.2175083333333,10,,23.6,23.5,23.7,0.016,-0.048,0.972,,,,,,,,,,,,,294,254,313,"Wakeup, Distance",133984,,1.12,15,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:50:31,2022-04-03 14:50:31,GPS,77.4652616666667,-69.2157916666667,8,,23.6,23.5,23.6,0.023,-0.048,0.974,,,,,,,,,,,,,313,254,313,"Wakeup, Distance",133984,,0.94,50.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:45:29,2022-04-03 14:45:29,GPS,77.46501,-69.2173416666667,6,,23.5,23.1,23.7,0.017,-0.047,0.972,,,,,,,,,,,,,296,256,307,"Wakeup, Distance",133984,,0.85,25.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:40:29,2022-04-03 14:40:29,GPS,77.4650033333333,-69.2172266666667,5,,23.6,22.6,23.7,0.021,-0.05,0.969,,,,,,,,,,,,,307,287,377,"Wakeup, Distance",133984,,0.16,39.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:35:29,2022-04-03 14:35:29,GPS,77.464915,-69.21758,5,,23.5,23.5,23.6,0.019,-0.047,0.972,,,,,,,,,,,,,352,222,352,"Wakeup, Distance",133984,,0.27,38.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:30:29,2022-04-03 14:30:29,GPS,77.464905,-69.2175466666667,7,,23.6,23.5,23.6,0.017,-0.048,0.97,,,,,,,,,,,,,222,219,285,"Wakeup, Distance",133984,,0.44,31.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:25:29,2022-04-03 14:25:29,GPS,77.4650733333333,-69.2180083333333,6,,23.5,23.4,23.5,0.02,-0.046,0.971,,,,,,,,,,,,,285,268,336,"Wakeup, Distance",133984,,1.57,40.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:20:29,2022-04-03 14:20:29,GPS,77.4650183333333,-69.2178866666667,6,,23.5,23.4,23.6,0.022,-0.048,0.972,,,,,,,,,,,,,325,295,429,"Wakeup, Distance",133984,,0.25,39.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:15:29,2022-04-03 14:15:29,GPS,77.46501,-69.2172816666667,5,,23.4,23.4,23.6,0.021,-0.051,0.97,,,,,,,,,,,,,415,358,415,"Wakeup, Distance",133984,,0.79,42.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:10:29,2022-04-03 14:10:29,GPS,77.4649633333333,-69.2177483333333,8,,23.5,23.4,23.5,0.019,-0.048,0.969,,,,,,,,,,,,,373,322,397,"Wakeup, Distance",133984,,1.83,42.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:05:36,2022-04-03 14:05:36,GPS,77.4650333333333,-69.217705,5,,23.4,23.2,23.5,0.019,-0.045,0.971,,,,,,,,,,,,,397,298,397,"Wakeup, Distance",133984,,0.25,43.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 12:00:31,2022-04-03 14:00:31,GPS,77.4648783333333,-69.2172533333333,5,,23.2,23.2,23.5,0.018,-0.051,0.967,,,,,,,,,,,,,308,278,432,"Wakeup, Distance",133984,,0.7,41.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:55:31,2022-04-03 13:55:31,GPS,77.4648833333333,-69.2174183333333,5,,23.5,23.2,23.5,0.023,-0.048,0.971,,,,,,,,,,,,,418,335,418,"Wakeup, Distance",133984,,1.11,35.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:50:36,2022-04-03 13:50:36,GPS,77.46495,-69.2175216666667,5,,23.4,23.2,23.4,0.021,-0.053,0.968,,,,,,,,,,,,,353,261,378,"Wakeup, Distance",133984,,0.27,22.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:45:30,2022-04-03 13:45:30,GPS,77.4649266666667,-69.2174533333333,6,,23.2,23.1,23.3,0.02,-0.047,0.971,,,,,,,,,,,,,344,283,359,"Wakeup, Distance",133984,,0.35,32,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:40:30,2022-04-03 13:40:30,GPS,77.4649716666667,-69.2175366666667,6,,23.2,23.1,23.2,0.021,-0.051,0.971,,,,,,,,,,,,,335,230,335,"Wakeup, Distance",133984,,0.35,30.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:35:36,2022-04-03 13:35:36,GPS,77.4648283333333,-69.217215,7,,23.1,23.1,23.4,0.018,-0.048,0.97,,,,,,,,,,,,,266,232,309,"Wakeup, Distance",133984,,0.88,29.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:30:30,2022-04-03 13:30:30,GPS,77.4648333333333,-69.217405,6,,23.4,23.1,23.4,0.022,-0.046,0.969,,,,,,,,,,,,,277,219,277,"Wakeup, Distance",133984,,1.2,43.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:25:37,2022-04-03 13:25:37,GPS,77.4648666666667,-69.217015,5,,23.1,23,23.2,0.019,-0.053,0.967,,,,,,,,,,,,,219,184,247,"Wakeup, Distance",133984,,0.31,48.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050251737,Landsvale 860640050251737,860640050251737,,2022-01-26 13:23:29,2022-01-26 14:23:29,2022-04-03 11:20:30,2022-04-03 13:20:30,GPS,77.4648533333333,-69.2172216666667,7,,23.1,23.1,23.1,0.021,-0.049,0.971,,,,,,,,,,,,,192,121,218,"Wakeup, Distance",133984,,1.29,17.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
